file,status,time
deploy_phase18_20.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase21_25.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase26_30.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase31_35.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase36_40.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase51_55.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_phase56_60.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_remaining_modules_V1.5.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_remaining_modules_V1.5_FINAL.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
deploy_v15_phase2_patch3.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
final_acceptance_test.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
final_deploy.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
FINAL_FREEZE_REPORT.json,DELETE_REVIEW,2026-07-28 21:09:30.351366
fix_integration_report_schema_V1.5.py,DELETE_REVIEW,2026-07-28 21:09:30.351366
Football_AI_OS_CODE_ONLY_V1.0.zip,UNKNOWN,2026-07-28 21:09:30.351366
Football_AI_OS_First_Audit.md,DELETE_REVIEW,2026-07-28 21:09:30.351366
Football_AI_OS_Phase3_Snapshot.txt,DELETE_REVIEW,2026-07-28 21:09:30.351366
football_v_current_structure.txt,DELETE_REVIEW,2026-07-28 21:09:30.351366
football_v_current_tree.txt,DELETE_REVIEW,2026-07-28 21:09:30.351366
football_v_root_structure.txt,DELETE_REVIEW,2026-07-28 21:09:30.351366
framework_documents_list.txt,DELETE_REVIEW,2026-07-28 21:09:30.351366
framework_migration_report.json,KEEP,2026-07-28 21:09:30.352336
init_Football_AI_OS_v1.ps1,UNKNOWN,2026-07-28 21:09:30.352336
legacy_delete_check.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
migrate_model_history.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
migration_test.py,KEEP,2026-07-28 21:09:30.352336
model_execution_test_v1.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
model_import_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
model_import_test_v2.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
MODEL_LAYER_AUDIT_SOURCE.txt,KEEP,2026-07-28 21:09:30.352336
MODEL_LAYER_FULL_AUDIT_SCAN.py,KEEP,2026-07-28 21:09:30.352336
MODEL_LAYER_TREE.txt,KEEP,2026-07-28 21:09:30.352336
model_runtime_test_v1.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase12_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase13_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase14_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase15_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase16_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase17_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase1_python_asset_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase21_25_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase26_30_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase2_feature_store_check.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase2_function_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase2_validation.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase36_40_deploy.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase36_40_deploy_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase36_40_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase3_call_graph_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase41_45_deploy_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase46_50_deploy_test.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase4_database_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase51_55_final_validation.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase51_validation.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase52_backtest.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase5_model_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase6_dependency_clean_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase6_feature_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase7_runtime_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase8_status_scan.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
phase9_master_index.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
pytest.ini,UNKNOWN,2026-07-28 21:09:30.352336
quality_report.json,DELETE_REVIEW,2026-07-28 21:09:30.352336
release_final_patch_V2.0.1.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
release_integration_V2.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
release_registry_V1.5.json,DELETE_REVIEW,2026-07-28 21:09:30.352336
release_validation_V1.5.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
start_ai_os.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
structure.txt,DELETE_REVIEW,2026-07-28 21:09:30.352336
temp_baseline.txt,DELETE_REVIEW,2026-07-28 21:09:30.352336
test_ai_intelligence_V2.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
time_leakage_check.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
validate_release_V2.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
.claude\settings.local.json,DELETE_REVIEW,2026-07-28 21:09:30.352336
.continue\config.json,DELETE_REVIEW,2026-07-28 21:09:30.352336
.continue\rules.md,DELETE_REVIEW,2026-07-28 21:09:30.352336
.pytest_cache\CACHEDIR.TAG,UNKNOWN,2026-07-28 21:09:30.352336
.pytest_cache\README.md,DELETE_REVIEW,2026-07-28 21:09:30.352336
.vscode\settings.json,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_System_OS\deploy_architecture_cleanup_engine_V1.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_System_OS\deploy_release_validation_engine_V1.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_System_OS\deploy_system_quality_batch_01_V1.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\check_database_location_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\database_location_discovery_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\data_schema_validation_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\deploy_execution_engine_stabilization_V1.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\deploy_training_engine_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\deploy_training_system_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\final_system_completion_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\model_data_snapshot_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\schema_check_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
00_SYSTEM_TOOLS\training_preflight_check_V4.0.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
03_Data_Governance\Football AI OS Ω+ 迁移开发总流程 V1.0.txt,DELETE_REVIEW,2026-07-28 21:09:30.352336
03_Data_Governance\Football_AI_OS_Legacy_Asset_Index_V1.0.zip,UNKNOWN,2026-07-28 21:09:30.352336
07_BACKTEST_AI\accuracy_evaluator.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\backtest_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\backtest_runner.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\betting_result_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\confidence_evaluator.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\feature_feedback.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\historical_match_loader.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\model_feedback.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\optimization_scheduler.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\prediction_result_loader.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\probability_evaluator.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\roi_tracker.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
07_BACKTEST_AI\strategy_performance.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
08_DECISION_ENGINE\bankroll_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
08_DECISION_ENGINE\bet_selection_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
08_DECISION_ENGINE\decision_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
08_DECISION_ENGINE\decision_interface.py,DELETE_REVIEW,2026-07-28 21:09:30.352336
08_DECISION_ENGINE\decision_registry.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\decision_runtime.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\final_decision_report.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\portfolio_strategy.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\risk_control_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\stake_calculator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
08_DECISION_ENGINE\value_filter_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\auto_report_generator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\model_router.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\orchestration_interface.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\pipeline_controller.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\system_health_monitor.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\task_scheduler.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_AI_ORCHESTRATION_LAYER\workflow_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\model_result_adapter.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\prediction_history.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\prediction_monitor.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\prediction_pipeline.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\prediction_report_generator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\prediction_service_adapter.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\probability_adapter.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
09_Prediction_System\score_adapter.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
100_FINAL_MATCH_DECISION_SYSTEM\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
100_SELF_EVOLUTION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
101_REAL_MARKET_INTELLIGENCE_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
102_ODDS_MOVEMENT_ANALYSIS_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
103_CAPITAL_FLOW_TRACKING_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
104_MARKET_SENTIMENT_FUSION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
105_HANDICAP_VALUE_DECISION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
106_REAL_ODDS_HISTORY_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
107_MARKET_PATTERN_RECOGNITION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
108_SMART_HANDICAP_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
109_VALUE_BET_SELECTION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\adaptive_strategy_selector.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\ai_strategy_reasoning_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\approval_workflow.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\architecture_health_checker.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v2.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\autonomous_engine_v3.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\auto_experiment_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\auto_recovery_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\auto_upgrade_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\continuous_improvement_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\decision_logger.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\decision_quality_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\dependency_validator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\error_rate_calculator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\error_trend_detector.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_controller.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_decision_brain.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_governance_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_intelligence_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_knowledge_reasoner.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_memory.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_memory_index.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_pattern_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\evolution_report_generator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\experience_pattern_miner.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\experience_repository.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\feature_self_optimizer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\football_reasoning_core.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\historical_case_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\human_approval_gate_v2.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\human_approval_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\human_approval_v1.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\human_dashboard_api.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\intelligence_connector.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\intelligent_task_allocator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\knowledge_graph_builder.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\knowledge_relation_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\knowledge_retrieval_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\knowledge_snapshot.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\learning_cycle_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\learning_effect_tracker.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\market_reasoning_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\module_consistency_checker.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\multi_cycle_learning_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_history.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_strategy_generator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_v1.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\parameter_effect_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\parameter_tuner.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\release_validator.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\risk_gate.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\rollback_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.353330
10_AI_AUTONOMOUS_ENGINE\safe_upgrade_executor.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\scenario_test_generator.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\self_audit_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\strategy_confidence_evaluator.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\strategy_selection_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\system_brain.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\system_restore_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\tactical_reasoning_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\upgrade_history_repository.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\upgrade_policy_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\version_control_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\virtual_validation_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
10_AI_AUTONOMOUS_ENGINE\weekly_evolution_analyzer.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
110_FINAL_MARKET_DECISION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
111_ADVANCED_FEATURE_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
113_PLAYER_IMPACT_ANALYSIS_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
114_MATCH_CONTEXT_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
116_REAL_MATCH_PIPELINE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
117_FEATURE_AUTO_GENERATOR\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
118_MODEL_INFERENCE_SERVICE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
119_PREDICTION_OUTPUT_SERVICE\module.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\accuracy_report.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\adaptive_feedback.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\agent_fusion_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\agent_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\ai_prediction_os.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\backtest_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\bankroll_manager.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\beidan_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\betting_recommendation_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\bet_strategy_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\capital_flow_engine.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
11_System_Intelligence\capital_sentiment.py,DELETE_REVIEW,2026-07-28 21:09:30.354327
